Source,Target,Type,Weight
eurodiputada,fidesz,Undirected,1
fidesz,orban,Undirected,1
orban,convierte,Undirected,1
convierte,referente,Undirected,1
referente,europeo,Undirected,1
europeo,pp,Undirected,1
jamás,linchado,Undirected,1
linchado,ina,Undirected,1
ina,entrevista,Undirected,1
entrevista,rocío,Undirected,1
rocío,monastero,Undirected,1
monastero,salvar,Undirected,1
salvar,culo,Undirected,1
culo,ayuso,Undirected,1
ayuso,exige,Undirected,1
exige,educación,Undirected,1
educación,objetividad,Undirected,1
objetividad,veracidad,Undirected,1
veracidad,perdido,Undirected,1
entrada,ve,Undirected,1
ve,abortos,Undirected,1
pasa,oír,Undirected,1
oír,latido,Undirected,1
latido,componente,Undirected,1
componente,sentimental,Undirected,1
sentimental,evitan,Undirected,1
evitan,abortos,Undirected,1
abortos,quieren,Undirected,1
quieren,realmente,Undirected,1
realmente,proponen,Undirected,1
proponen,escuchar,Undirected,1
escuchar,latidos,Undirected,1
vs,central,Undirected,1
central,arabia,Undirected,1
arabia,bardeo,Undirected,1
bardeo,mundial,Undirected,1
mundial,gallardo,Undirected,2
dirigiendo,cristiano,Undirected,5
pity,mbappe,Undirected,1
mbappe,acuerda,Undirected,1
acuerda,hermanito,Undirected,1
mujeres,lesbianas,Undirected,1
lesbianas,intocables,Undirected,1
intocables,justicia,Undirected,1
justicia,argentina,Undirected,1
argentina,género,Undirected,1
género,preferencias,Undirected,1
preferencias,sexuales,Undirected,1
sexuales,mejores,Undirected,1
mejores,personas,Undirected,1
personas,igualdad,Undirected,1
igualdad,justiciaporlucio,Undirected,1
gusta,respuesta,Undirected,1
cuidado,cobrais,Undirected,1
cobrais,mes,Undirected,1
mes,pp,Undirected,1
pp,ayuntamientos,Undirected,1
ayuntamientos,dinerito,Undirected,1
sufrimiento,vote,Undirected,1
vote,proyecto,Undirected,1
proyecto,inclusión,Undirected,1
inclusión,igualdad,Undirected,1
igualdad,respeto,Undirected,2
respeto,crbv,Undirected,1
crbv,sustituido,Undirected,1
sustituido,leyes,Undirected,1
leyes,favor,Undirected,1
favor,industriales,Undirected,1
industriales,salarios,Undirected,1
salarios,dignos,Undirected,1
dignos,pensiones,Undirected,1
pensiones,dignas,Undirected,1
dignas,necesita,Undirected,1
necesita,pueblo,Undirected,1
viva,enterrar,Undirected,1
enterrar,amiga,Undirected,1
amiga,piensa,Undirected,1
pp,sicarios,Undirected,1
sicarios,mediáticos,Undirected,1
mediáticos,qué,Undirected,1
qué,abortos,Undirected,1
año,país,Undirected,1
país,natalidad,Undirected,1
natalidad,baja,Undirected,1
europa,problema,Undirected,1
problema,inventado,Undirected,1
inventado,qué,Undirected,1
qué,encargan,Undirected,1
encargan,hermanos,Undirected,1
hermanos,delpsoe,Undirected,1
delpsoe,aplicar,Undirected,1
aplicar,agenda,Undirected,1
agenda,meternos,Undirected,1
meternos,millones,Undirected,1
millones,africanos,Undirected,1
africanos,pagar,Undirected,1
pagar,pensiones,Undirected,1
sánchez,sabía,Undirected,1
sabía,esperaba,Undirected,1
esperaba,adelantó,Undirected,1
adelantó,calladitos,Undirected,1
calladitos,pagados,Undirected,1
pagados,sindicatos,Undirected,1
sindicatos,tonto,Undirected,1
tonto,pellizca,Undirected,1
pellizca,huevos,Undirected,1
exculparan,diciendo,Undirected,1
vox,provocando,Undirected,1
provocando,hijos,Undirected,1
hijos,hienas,Undirected,1
hienas,sociopatas,Undirected,1
sociopatas,antiobreros,Undirected,1
antiobreros,antiespañoles,Undirected,1
servicios,públicos,Undirected,4
públicos,deja,Undirected,1
preguntarían,elisa,Undirected,1
elisa,flora,Undirected,1
flora,guillén,Undirected,1
guillén,víctor,Undirected,1
víctor,cía,Undirected,1
avías,nacido,Undirected,1
nacido,existía,Undirected,1
existía,vox,Undirected,1
pp,vía,Undirected,2
vía,pasaste,Undirected,1
pasaste,franco,Undirected,1
franco,manos,Undirected,1
manos,copia,Undirected,1
copia,billy,Undirected,1
billy,niño,Undirected,1
niño,comisaria,Undirected,1
comisaria,gente,Undirected,1
gente,dais,Undirected,1
dais,paso,Undirected,1
paso,extrema,Undirected,1
derecha,izquierdas,Undirected,1
izquierdas,tienes,Undirected,1
tienes,padecerlo,Undirected,1
padecerlo,cara,Undirected,1
cara,hambre,Undirected,1
hambre,amigo,Undirected,1
globalista,élites,Undirected,1
élites,quitarán,Undirected,1
quitarán,vox,Undirected,1
oposición,soloquedavox,Undirected,1
cobardes,iglesias,Undirected,2
nota,queréis,Undirected,1
queréis,pareceros,Undirected,1
sergio,teníais,Undirected,1
teníais,ido,Undirected,1
ido,vox,Undirected,1
vox,sinceramente,Undirected,1
sinceramente,decepcionante,Undirected,1
decepcionante,cruzais,Undirected,1
cruzais,puerta,Undirected,1
puerta,sillón,Undirected,1
sillón,cueva,Undirected,1
cueva,cobardes,Undirected,1
cobardes,suerte,Undirected,1
suerte,necesitar,Undirected,1
juega,riyad,Undirected,1
riyad,xi,Undirected,1
xi,marcelo,Undirected,2
comparas,majadero,Undirected,1
aliades,deconstruidos,Undirected,1
deconstruidos,peores,Undirected,1
peores,confio,Undirected,1
confio,varon,Undirected,1
guiones,jefe,Undirected,1
jefe,aznar,Undirected,1
aznar,faes,Undirected,1
faes,puedes,Undirected,1
puedes,esperar,Undirected,1
gracias,tecnología,Undirected,1
tecnología,patentada,Undirected,1
patentada,planta,Undirected,1
planta,mundo,Undirected,1
mundo,producir,Undirected,1
producir,polipropileno,Undirected,1
polipropileno,base,Undirected,1
base,biológica,Undirected,1
biológica,escala,Undirected,1
escala,industrial,Undirected,1
panico,vox,Undirected,1
vox,muestra,Undirected,1
pp,obstáculo,Undirected,1
obstáculo,debería,Undirected,1
debería,desaparecer,Undirected,1
desaparecer,unirse,Undirected,1
unirse,psoe,Undirected,1
pp,publicado,Undirected,1
publicado,video,Undirected,1
video,hablando,Undirected,1
hablando,devolverle,Undirected,1
devolverle,ciudadanos,Undirected,1
ciudadanos,barrio,Undirected,1
barrio,bla,Undirected,1
bla,devuelve,Undirected,1
devuelve,ciudadanos,Undirected,1
ciudadanos,centro,Undirected,1
centro,abierto,Undirected,1
abierto,ciudadanía,Undirected,1
ciudadanía,elbuñuelnoserinde,Undirected,1
bonita,ley,Undirected,1
ley,protección,Undirected,1
protección,mujeres,Undirected,1
mujeres,niños,Undirected,1
niños,risas,Undirected,1
risas,pan,Undirected,1
pan,jo,Undirected,1
jo,tias,Undirected,1
tias,gastado,Undirected,1
gastado,millones,Undirected,1
euros,pico,Undirected,1
pico,revisiones,Undirected,1
revisiones,reducción,Undirected,1
reducción,condena,Undirected,1
condena,callé,Undirected,1
callé,pasara,Undirected,1
pasara,vuelven,Undirected,1
vuelven,reincidir,Undirected,1
reincidir,irene,Undirected,1
montero,pan,Undirected,1
pan,aprobaron,Undirected,1
aprobaron,eesto,Undirected,1
miente,vergonzoso,Undirected,1
cifras,oficiales,Undirected,1
oficiales,seguridad,Undirected,1
seguridad,social,Undirected,3
social,contar,Undirected,1
contar,privadas,Undirected,1
llegada,marcelo,Undirected,1
ronaldo,estadio,Undirected,1
estadio,riyadhseason,Undirected,1
combinado,liga,Undirected,1
liga,árabe,Undirected,1
árabe,dirigido,Undirected,1
agresor,sexual,Undirected,1
sexual,calles,Undirected,1
calles,castilla,Undirected,1
león,ley,Undirected,1
diis,aberrante,Undirected,1
aberrante,soporta,Undirected,1
soporta,masss,Undirected,1
métodos,serían,Undirected,1
serían,rápidos,Undirected,1
rápidos,cuelgo,Undirected,1
cuelgo,desierto,Undirected,1
desierto,hormiguero,Undirected,1
hormiguero,abajo,Undirected,1
imagino,medios,Undirected,1
medios,esten,Undirected,1
esten,caso,Undirected,1
caso,baez,Undirected,1
baez,sosa,Undirected,1
sosa,imagino,Undirected,1
imagino,colectivo,Undirected,1
colectivo,actrices,Undirected,1
actrices,salió,Undirected,1
salió,repudiar,Undirected,2
repudiar,cuestión,Undirected,1
cuestión,imagino,Undirected,1
imagino,feminista,Undirected,1
feminista,salió,Undirected,1
repudiar,seguro,Undirected,1
ayer,pantallas,Undirected,1
pantallas,madrid,Undirected,1
madrid,proyectan,Undirected,1
proyectan,semana,Undirected,1
semana,vídeo,Undirected,1
vídeo,torremolinos,Undirected,1
torremolinos,verano,Undirected,1
verano,infinito,Undirected,1
infinito,pone,Undirected,1
pone,valor,Undirected,1
valor,clima,Undirected,1
clima,amplia,Undirected,1
amplia,oferta,Undirected,1
oferta,ocio,Undirected,1
ocio,cultura,Undirected,1
cultura,deporte,Undirected,2
deporte,disfrutar,Undirected,1
disfrutar,año,Undirected,1
año,ℹ,Undirected,1
polvos,lodos,Undirected,1
lodos,barro,Undirected,1
barro,lodo,Undirected,1
lodo,señora,Undirected,1
señora,sánchez,Undirected,1
banda,mafiosa,Undirected,1
mafiosa,acostumbrada,Undirected,1
acostumbrada,robo,Undirected,1
robo,saqueo,Undirected,1
saqueo,soporta,Undirected,1
soporta,meter,Undirected,1
meter,mano,Undirected,1
mano,fondos,Undirected,1
fondos,europeos,Undirected,2
europeos,anteponen,Undirected,1
anteponen,intereses,Undirected,1
intereses,país,Undirected,1
país,maniobran,Undirected,1
maniobran,haga,Undirected,1
haga,falta,Undirected,3
falta,europa,Undirected,1
europa,chupan,Undirected,1
chupan,joden,Undirected,1
joden,piensa,Undirected,1
piensa,tengas,Undirected,1
tengas,votar,Undirected,1
filón,jabón,Undirected,1
jabón,baño,Undirected,1
baño,toja,Undirected,1
toja,bidón,Undirected,1
bidón,kg,Undirected,1
kg,sucia,Undirected,1
sucia,impresentable,Undirected,1
impresentable,drogas,Undirected,1
leyes,aprueba,Undirected,1
aprueba,montero,Undirected,1
montero,necesita,Undirected,1
necesita,jurista,Undirected,1
jurista,abogada,Undirected,1
abogada,escribe,Undirected,1
escribe,ministerio,Undirected,1
ministerio,decenas,Undirected,1
decenas,revisiones,Undirected,1
revisiones,ministerios,Undirected,1
ministerios,organismos,Undirected,1
organismos,implicados,Undirected,1
implicados,cgpj,Undirected,1
cgpj,pío,Undirected,1
pío,reducciones,Undirected,1
reducciones,condena,Undirected,2
condena,cagó,Undirected,1
tendremos,finalmente,Undirected,1
finalmente,foto,Undirected,1
messi,msyor,Undirected,1
msyor,ídolo,Undirected,1
ídolo,de,Undirected,1
de,river,Undirected,1
river,aka,Undirected,1
aka,marcelo,Undirected,1
marcelo,muñeco,Undirected,2
nacidos,perdido,Undirected,1
perdido,derechos,Undirected,1
derechos,cambio,Undirected,1
cambio,violadores,Undirected,1
violadores,malversadores,Undirected,1
malversadores,ganado,Undirected,1
ganado,derechos,Undirected,1
riyadh,xi,Undirected,1
presión,ciudadano,Undirected,1
ciudadano,aglutinar,Undirected,1
aglutinar,votos,Undirected,1
votos,derecha,Undirected,1
derecha,vale,Undirected,1
vale,mundo,Undirected,1
gracias,opinión,Undirected,1
opinión,progre,Undirected,1
piba,qué,Undirected,1
qué,gusta,Undirected,2
gusta,ggg,Undirected,1
igualdad,declaraciones,Undirected,1
declaraciones,asesinatos,Undirected,1
asesinatos,niños,Undirected,1
niños,matado,Undirected,1
matado,padre,Undirected,1
padre,manifiesta,Undirected,1
manifiesta,bb,Undirected,1
bb,violaciones,Undirected,1
qué,hijo,Undirected,2
terrorista,respetar,Undirected,1
respetar,vida,Undirected,1
vida,demas,Undirected,1
demas,supone,Undirected,1
supone,problema,Undirected,1
españa,quisiéramos,Undirected,1
humana,hijo,Undirected,1
vientre,inicio,Undirected,1
inicio,vida,Undirected,1
vida,cuestionada,Undirected,1
cuestionada,vida,Undirected,1
vida,cuestionar,Undirected,1
cuestionar,cualquiera,Undirected,1
cualquiera,digo,Undirected,1
pongo,saco,Undirected,1
saco,zapatos,Undirected,1
zapatos,tirar,Undirected,1
tirar,paredes,Undirected,1
paredes,pity,Undirected,1
dirigido,gallardo,Undirected,5
gallardo,guionista,Undirected,1
guionista,loco,Undirected,1
salieron,bulos,Undirected,1
bulos,tenían,Undirected,1
tenían,cosas,Undirected,1
cosas,raras,Undirected,1
raras,pilladas,Undirected,1
pilladas,seguro,Undirected,1
seguro,raro,Undirected,1
pp,intenta,Undirected,1
intenta,perfil,Undirected,1
perfil,salpica,Undirected,1
dices,mentira,Undirected,1
mentira,viajas,Undirected,1
viajas,europa,Undirected,1
europa,sabrás,Undirected,1
sabrás,mundo,Undirected,1
mundo,ríe,Undirected,1
machista,igualdad,Undirected,1
mujer,agrede,Undirected,1
agrede,responder,Undirected,1
responder,agresión,Undirected,1
agresión,viceversa,Undirected,1
viceversa,ergo,Undirected,1
ergo,avisar,Undirected,1
avisar,cuerpo,Undirected,1
mujer,densidad,Undirected,1
densidad,osea,Undirected,1
osea,muscular,Undirected,1
muscular,hombre,Undirected,1
hombre,igualdad,Undirected,2
igualdad,igualdad,Undirected,3
meses,justo,Undirected,1
justo,mínimo,Undirected,1
mínimo,pisar,Undirected,1
pisar,cárcel,Undirected,1
cárcel,casualidad,Undirected,1
abortismo,ud,Undirected,1
ud,milita,Undirected,1
milita,ideologia,Undirected,1
ideologia,ende,Undirected,1
ende,motivos,Undirected,1
motivos,ideológicos,Undirected,1
ideológicos,falta,Undirected,1
falta,de,Undirected,1
de,comprensión,Undirected,1
comprensión,mecanismos,Undirected,1
mecanismos,qué,Undirected,1
qué,operan,Undirected,1
operan,aborto,Undirected,1
aborto,inducido,Undirected,3
inducido,qué,Undirected,1
qué,esté,Undirected,1
esté,confundido,Undirected,1
confundido,significa,Undirected,1
significa,obligar,Undirected,1
obligar,parir,Undirected,1
parir,dejo,Undirected,1
dejo,fundamentos,Undirected,1
fundamentos,ic,Undirected,1
ic,aborto,Undirected,1
zafamos,clasico,Undirected,1
clasico,gallardo,Undirected,1
gallardo,privilegio,Undirected,1
privilegio,ganamos,Undirected,1
ganamos,lejos,Undirected,1
lejos,mejores,Undirected,1
mejores,boca,Undirected,1
boca,river,Undirected,2
river,perdieron,Undirected,1
perdieron,ptos,Undirected,1
ptos,x,Undirected,1
x,jugar,Undirected,1
jugar,copa,Undirected,1
copa,sacamos,Undirected,1
sacamos,ventaja,Undirected,1
personas,deberían,Undirected,1
deberían,vivir,Undirected,1
vivir,isla,Undirected,1
isla,remota,Undirected,1
remota,rodeada,Undirected,1
rodeada,cocos,Undirected,1
cocos,comer,Undirected,1
comer,peligro,Undirected,1
peligro,social,Undirected,1
aconsejo,qué,Undirected,1
qué,leas,Undirected,1
leas,hagas,Undirected,1
hagas,seguimiento,Undirected,1
seguimiento,referido,Undirected,1
referido,junta,Undirected,1
junta,semana,Undirected,1
semana,requerimientos,Undirected,1
requerimientos,administraciones,Undirected,1
administraciones,atender,Undirected,1
atender,seamos,Undirected,1
serios,favor,Undirected,1
favor,ah,Undirected,1
ah,espera,Undirected,1
espera,qué,Undirected,2
qué,visto,Undirected,1
visto,veo,Undirected,2
veo,complicado,Undirected,1
complicado,pp,Undirected,1
inaudito,quieren,Undirected,1
vas,votas,Undirected,1
psoe,votando,Undirected,1
votando,juntos,Undirected,1
juntos,ddhh,Undirected,1
ddhh,fascinante,Undirected,1
fascinante,imon,Undirected,1
vas,pity,Undirected,1
pity,hermano,Undirected,1
pasando,cepillo,Undirected,1
habéis,informado,Undirected,1
informado,pp,Undirected,1
pp,votó,Undirected,5
votó,vajada,Undirected,1
vajada,céntimos,Undirected,1
céntimos,litro,Undirected,1
comenta,rumorea,Undirected,1
rumorea,votante,Undirected,1
pp,votar,Undirected,2
votar,autonómicas,Undirected,1
autonómicas,isabel,Undirected,1
isabel,díaz,Undirected,1
díaz,ayuso,Undirected,1
ayuso,generales,Undirected,1
generales,santiago,Undirected,1
abascal,sr,Undirected,1
sr,ejem,Undirected,1
entérate,salud,Undirected,1
discriminación,legisló,Undirected,1
legisló,garantizar,Undirected,1
derechos,conoce,Undirected,1
conoce,ley,Undirected,1
sánchez,rectificado,Undirected,1
rectificado,consentido,Undirected,1
consentido,atrevido,Undirected,1
atrevido,cesar,Undirected,1
cesar,ministra,Undirected,1
ministra,critica,Undirected,1
iberoamérica,inclusiva,Undirected,2
inclusiva,democrática,Undirected,2
democrática,sostenible,Undirected,2
sostenible,iv,Undirected,1
iv,conferencia,Undirected,1
conferencia,iberoamericana,Undirected,1
iberoamericana,delegaciones,Undirected,1
delegaciones,presente,Undirected,1
presente,informan,Undirected,1
informan,inclusión,Undirected,1
inclusión,democracia,Undirected,1
democracia,sostenibilidad,Undirected,1
sostenibilidad,perspectivas,Undirected,1
perspectivas,género,Undirected,1
género,cuba,Undirected,1
cuba,informa,Undirected,1
informa,base,Undirected,1
base,legislativa,Undirected,1
legislativa,sustentada,Undirected,1
sustentada,principio,Undirected,1
quiero,izquierda,Undirected,1
cgpj,alegro,Undirected,1
alegro,vergonzoso,Undirected,1
vergonzoso,bruselas,Undirected,1
bruselas,avise,Undirected,1
avise,vergüenza,Undirected,1
vergüenza,patéticos,Undirected,1
debieron,hartarselas,Undirected,1
hartarselas,madres,Undirected,1
madres,educaron,Undirected,1
educaron,respeto,Undirected,1
recurre,constitucional,Undirected,1
constitucional,reforma,Undirected,1
reforma,penal,Undirected,1
penal,sánchez,Undirected,1
sánchez,recusa,Undirected,1
magistrados,vinculación,Undirected,1
quejo,padre,Undirected,1
padre,buscando,Undirected,1
pretendes,actúe,Undirected,1
actúe,oficio,Undirected,1
oficio,fiscalía,Undirected,1
fiscalía,bromeas,Undirected,1
bromeas,gorda,Undirected,1
gorda,roja,Undirected,1
roja,adelgazar,Undirected,1
adelgazar,cárcel,Undirected,1
cárcel,mala,Undirected,1
mala,idea,Undirected,1
suban,foto,Undirected,1
responsables,históricos,Undirected,1
históricos,propician,Undirected,1
propician,financian,Undirected,1
financian,marcha,Undirected,1
marcha,tienes,Undirected,1
tienes,apoyo,Undirected,1
apoyo,mayoría,Undirected,1
feijóo,tonto,Undirected,1
tonto,casado,Undirected,1
empadronarme,antártida,Undirected,1
qué,miedo,Undirected,1
gonzalo,demuestra,Undirected,1
demuestra,chantajista,Undirected,1
chantajista,ventajistas,Undirected,1
ventajistas,consintiendo,Undirected,1
cambiado,dejado,Undirected,1
dejado,oírlo,Undirected,1
anoche,harté,Undirected,1
harté,buscar,Undirected,1
buscar,éxito,Undirected,1
éxito,derecho,Undirected,1
aborto,pasé,Undirected,1
pasé,frío,Undirected,1
frío,horrible,Undirected,1
horrible,empeña,Undirected,1
empeña,invierno,Undirected,1
invierno,cambio,Undirected,1
pepero,dedicas,Undirected,1
dedicas,lamer,Undirected,1
lamer,escrotos,Undirected,1
escrotos,socialistas,Undirected,1
socialistas,pp,Undirected,1
mierda,parlante,Undirected,1
tremendo,enorgullezcan,Undirected,1
enorgullezcan,daban,Undirected,1
daban,asco,Undirected,1
asco,cuento,Undirected,1
engañe,campaña,Undirected,1
eventos,pasados,Undirected,1
pasados,futuro,Undirected,1
futuro,iluminado,Undirected,1
ejemplar,mosca,Undirected,1
mosca,tse,Undirected,1
tse,tsé,Undirected,1
tsé,macrista,Undirected,1
macrista,acá,Undirected,1
acá,pp,Undirected,1
