Source,Target,Type
inmobiliaria,amlo,Undirected
subsecretaría,género,Undirected
género,diversidad,Undirected
diversidad,sexual,Undirected
sexual,argentina,Undirected
argentina,estaría,Undirected
estaría,analizando,Undirected
analizando,importantísima,Undirected
importantísima,propuesta,Undirected
propuesta,eliminar,Undirected
eliminar,espada,Undirected
espada,juego,Undirected
juego,truco,Undirected
truco,reemplazarla,Undirected
reemplazarla,tipo,Undirected
tipo,imágen,Undirected
imágen,igualdad,Undirected
igualdad,seriedad,Undirected
espera,bebés,Undirected
bebés,madre,Undirected
padres,consulta,Undirected
consulta,aborto,Undirected
aborto,mimimimi,Undirected
mimimimi,claaaro,Undirected
claaaro,padres,Undirected
padres,ocupar,Undirected
ocupar,dura,Undirected
dura,meses,Undirected
meses,directamente,Undirected
directamente,sudan,Undirected
sudan,hablamos,Undirected
hablamos,lloros,Undirected
lloros,pensiones,Undirected
pensiones,alimentos,Undirected
alimentos,ridículas,Undirected
pp,querido,Undirected
querido,acabar,Undirected
acabar,ah,Undirected
problema,ruta,Undirected
ruta,resolución,Undirected
resolución,tipo,Undirected
tipo,casos,Undirected
casos,aborto,Undirected
aborto,menor,Undirected
menor,edad,Undirected
edad,estando,Undirected
estando,expuesta,Undirected
expuesta,abusos,Undirected
abusos,familiar,Undirected
familiar,ips,Undirected
ips,informar,Undirected
informar,autoridades,Undirected
ayuso,cagada,Undirected
cagada,épica,Undirected
épica,aparezca,Undirected
aparezca,culmen,Undirected
culmen,horas,Undirected
horas,cagadas,Undirected
cagadas,q,Undirected
q,últimamente,Undirected
últimamente,q,Undirected
q,olvidando,Undirected
olvidando,absoluta,Undirected
absoluta,mayo,Undirected
digo,señora,Undirected
señora,temas,Undirected
temas,imagine,Undirected
imagine,aprobó,Undirected
aprobó,sacó,Undirected
sacó,plaza,Undirected
plaza,hubiese,Undirected
hubiese,quedado,Undirected
quedado,velas,Undirected
velas,mitad,Undirected
mitad,plazas,Undirected
plazas,señores,Undirected
señores,pq,Undirected
pq,q,Undirected
q,varones,Undirected
varones,infrarreprentados,Undirected
infrarreprentados,p,Undirected
p,ta,Undirected
ta,gracia,Undirected
venga,metan,Undirected
metan,verás,Undirected
verás,rápido,Undirected
rápido,dejan,Undirected
dejan,tonto,Undirected
tonto,iba,Undirected
iba,llorar,Undirected
llorar,inepto,Undirected
inepto,gallardo,Undirected
gallardo,necesita,Undirected
necesita,par,Undirected
par,ostias,Undirected
animal,queda,Undirected
queda,prohibido,Undirected
prohibido,listado,Undirected
listado,positivo,Undirected
positivo,quitar,Undirected
quitar,registrarlo,Undirected
registrarlo,esterilizarlo,Undirected
esterilizarlo,crie,Undirected
crie,esterilizar,Undirected
esterilizar,especies,Undirected
especies,protegidas,Undirected
protegidas,fueran,Undirected
fueran,gatos,Undirected
gatos,callejeros,Undirected
isabel,vas,Undirected
vas,cometer,Undirected
cometer,error,Undirected
error,inteligente,Undirected
vamooss,puto,Undirected
puto,amo,Undirected
visto,elevada,Undirected
elevada,cifra,Undirected
cifra,negra,Undirected
negra,abortos,Undirected
abortos,clandestinos,Undirected
clandestinos,médicos,Undirected
médicos,ss,Undirected
ss,q,Undirected
q,practican,Undirected
practican,clínicas,Undirected
clínicas,privadas,Undirected
privadas,intoxicación,Undirected
intoxicación,marxista,Undirected
típica,perroflauta,Undirected
perroflauta,buscando,Undirected
buscando,minuto,Undirected
minuto,gloria,Undirected
vamooo,muñecooo,Undirected
varón,mierda,Undirected
mierda,hablando,Undirected
hablando,aborto,Undirected
aborto,siquiera,Undirected
siquiera,útero,Undirected
útero,sabiendo,Undirected
sabiendo,probablemente,Undirected
probablemente,novia,Undirected
novia,embarazada,Undirected
embarazada,saldrá,Undirected
saldrá,corriendo,Undirected
corriendo,imbecil,Undirected
imbecil,deja,Undirected
deja,opinar,Undirected
opinar,guárdate,Undirected
guárdate,pene,Undirected
pene,sabrás,Undirected
sabrás,pasar,Undirected
pasar,cierra,Undirected
cierra,orto,Undirected
orto,pelotudo,Undirected
envalentonado,amigos,Undirected
amigos,demoscópicos,Undirected
demoscópicos,pp,Undirected
pp,equivoca,Undirected
equivoca,cabo,Undirected
cabo,rabo,Undirected
rabo,piensa,Undirected
piensa,elecciones,Undirected
elecciones,m,Undirected
m,generales,Undirected
generales,marcha,Undirected
marcha,triunfal,Undirected
triunfal,vox,Undirected
vox,susto,Undirected
afiliados,pp,Undirected
psoe,marruecos,Undirected
marruecos,manita,Undirected
manita,ojo,Undirected
ojo,pp,Undirected
pp,ocultar,Undirected
ocultar,amiguitos,Undirected
amiguitos,marroquís,Undirected
marroquís,marzo,Undirected
marzo,vendieron,Undirected
vendieron,pp,Undirected
pp,psoe,Undirected
culpa,tragar,Undirected
tragar,chusma,Undirected
comentaba,ido,Undirected
ido,sencillo,Undirected
sencillo,definición,Undirected
definición,rechazabas,Undirected
rechazabas,gente,Undirected
gente,hable,Undirected
hable,igualdad,Undirected
igualdad,refieran,Undirected
refieran,feminismo,Undirected
feminismo,definición,Undirected
definición,precisamente,Undirected
distopía,exsista,Undirected
exsista,ley,Undirected
ley,vulnera,Undirected
vulnera,principio,Undirected
principio,igualdad,Undirected
igualdad,emtre,Undirected
emtre,hombres,Undirected
hombres,mujeres,Undirected
mujeres,neguéis,Undirected
neguéis,derogarla,Undirected
tomas,estúpidos,Undirected
estúpidos,informar,Undirected
informar,hablas,Undirected
hablas,distinto,Undirected
distinto,hablas,Undirected
hablas,lenguaje,Undirected
lenguaje,querida,Undirected
querida,periodista,Undirected
periodista,información,Undirected
información,suficiente,Undirected
suficiente,facilita,Undirected
facilita,mujeres,Undirected
mujeres,deciden,Undirected
deciden,abortar,Undirected
abortar,ve,Undirected
ve,investigar,Undirected
investigar,periodista,Undirected
monasterio,tiempos,Undirected
tiempos,esradio,Undirected
lidia,brillante,Undirected
brillante,maravillosa,Undirected
maravillosa,gusto,Undirected
gusto,escucharte,Undirected
analfabeto,piensas,Undirected
piensas,cesta,Undirected
cesta,compra,Undirected
compra,subida,Undirected
subida,cuento,Undirected
cuento,comer,Undirected
comer,gasolina,Undirected
gasolina,luz,Undirected
luz,gas,Undirected
gas,sube,Undirected
sube,sube,Undirected
sube,irpf,Undirected
irpf,subida,Undirected
subida,tanta,Undirected
definición,auténtico,Undirected
auténtico,troll,Undirected
eeuu,legalizado,Undirected
legalizado,subido,Undirected
subido,consumo,Undirected
consumo,legalizado,Undirected
mayo,sabremos,Undirected
débiles,pp,Undirected
pp,débiles,Undirected
débiles,mentales,Undirected
mentales,avergonzarse,Undirected
avergonzarse,vox,Undirected
vox,favor,Undirected
favor,ultraizquierdones,Undirected
ultraizquierdones,gobierno,Undirected
gobierno,asesinos,Undirected
asesinos,eta,Undirected
eta,separatistas,Undirected
separatistas,catalanes,Undirected
catalanes,psoes,Undirected
psoes,comunistas,Undirected
comunistas,frente,Undirected
frente,alta,Undirected
alta,luciendo,Undirected
luciendo,caradura,Undirected
caradura,historia,Undirected
historia,asesina,Undirected
castigar,españoles,Undirected
españoles,castigar,Undirected
castigar,próximas,Undirected
próximas,elecciones,Undirected
malversadores,felices,Undirected
ampliación,cobra,Undirected
cobra,tocarse,Undirected
tocarse,huevos,Undirected
huevos,gilipolleces,Undirected
gilipolleces,cosas,Undirected
cosas,puta,Undirected
puta,idea,Undirected
idea,arruinar,Undirected
arruinar,vida,Undirected
vida,mujeres,Undirected
poe,crítico,Undirected
crítico,ley,Undirected
ley,jajaja,Undirected
jajaja,pena,Undirected
pena,dais,Undirected
dais,malo,Undirected
malo,rectificar,Undirected
rectificar,leyes,Undirected
leyes,políticos,Undirected
políticos,mundo,Undirected
mundo,seguir,Undirected
seguir,andar,Undirected
andar,hostiad,Undirected
hostiad,resolver,Undirected
justicia,igualdad,Undirected
igualdad,legislación,Undirected
legislación,audiencia,Undirected
audiencia,toledo,Undirected
toledo,casos,Undirected
casos,revisión,Undirected
revisión,ley,Undirected
garcía,gallardo,Undirected
gallardo,carla,Undirected
carla,antonelli,Undirected
antonelli,machismo,Undirected
machismo,feminismo,Undirected
feminismo,fascismo,Undirected
fascismo,antifascismo,Undirected
idea,preguntar,Undirected
preguntar,mujeres,Undirected
mujeres,españa,Undirected
españa,quieren,Undirected
quieren,derecho,Undirected
derecho,aborto,Undirected
aborto,derecho,Undirected
derecho,hijo,Undirected
ley,cadena,Undirected
cadena,alimentaria,Undirected
alimentaria,pedían,Undirected
pedían,meses,Undirected
meses,manifestaciones,Undirected
manifestaciones,reunirse,Undirected
reunirse,feijoo,Undirected
feijoo,plantearon,Undirected
plantearon,vender,Undirected
vender,pérdidas,Undirected
pérdidas,podían,Undirected
podían,libre,Undirected
libre,mercado,Undirected
mercado,sánchez,Undirected
sánchez,siguen,Undirected
siguen,poniendo,Undirected
poniendo,parir,Undirected
miraa,video,Undirected
video,s,Undirected
s,crees,Undirected
crees,aborto,Undirected
aborto,atenta,Undirected
atenta,cotra,Undirected
cotra,derecho,Undirected
derecho,vida,Undirected
vida,noalaborto,Undirected
vigilaria,nido,Undirected
nido,evitaria,Undirected
evitaria,ponga,Undirected
ponga,huevos,Undirected
pobrecitos,feijóo,Undirected
feijóo,pp,Undirected
pp,entran,Undirected
entran,contradicción,Undirected
contradicción,actos,Undirected
actos,declaraciones,Undirected
cataluña,mata,Undirected
mata,curioso,Undirected
curioso,vox,Undirected
vox,unico,Undirected
unico,partido,Undirected
partido,defiende,Undirected
defiende,vida,Undirected
vida,psoe,Undirected
psoe,pp,Undirected
pp,ciudadanos,Undirected
ciudadanos,iu,Undirected
iu,erc,Undirected
erc,bildu,Undirected
bildu,bng,Undirected
bng,compromis,Undirected
compromis,upn,Undirected
upn,etc,Undirected
etc,vox,Undirected
vox,sigo,Undirected
sigo,pensando,Undirected
pensando,votar,Undirected
votar,vox,Undirected
espero,hayan,Undirected
hayan,denunciado,Undirected
denunciado,delito,Undirected
delito,comtra,Undirected
comtra,formación,Undirected
formación,política,Undirected
pp,prensa,Undirected
clientela,pp,Undirected
pp,abandonó,Undirected
abandonó,agradar,Undirected
agradar,progresía,Undirected
progresía,mediatica,Undirected
mediatica,hacerse,Undirected
hacerse,perdonar,Undirected
perdonar,vox,Undirected
vox,necesita,Undirected
necesita,diferenciarse,Undirected
diferenciarse,puesto,Undirected
puesto,pp,Undirected
pp,viaje,Undirected
viaje,centro,Undirected
centro,centrado,Undirected
abortar,asesinar,Undirected
asesinar,humano,Undirected
humano,nazca,Undirected
nazca,aborto,Undirected
aborto,aborto,Undirected
aborto,noaborto,Undirected
supremo,rechaza,Undirected
rechaza,denuncia,Undirected
denuncia,manos,Undirected
manos,limpias,Undirected
limpias,irene,Undirected
irene,montero,Undirected
hacérselo,pagar,Undirected
pagar,caro,Undirected
uuuu,hora,Undirected
hora,transmiten,Undirected
transmiten,partidos,Undirected
partidos,importantes,Undirected
importantes,gallardo,Undirected
gallardo,dt,Undirected
dt,pena,Undirected
armani,mercado,Undirected
mercado,maidana,Undirected
maidana,funes,Undirected
funes,mori,Undirected
mori,casco,Undirected
casco,sánchez,Undirected
sánchez,enzo,Undirected
enzo,nacho,Undirected
nacho,pity,Undirected
pity,alario,Undirected
alario,borré,Undirected
reventada,cabeza,Undirected
montero,pague,Undirected
mmmm,pienso,Undirected
pienso,mujeres,Undirected
mujeres,idea,Undirected
idea,implica,Undirected
implica,aborto,Undirected
aborto,debate,Undirected
debate,silenciado,Undirected
silenciado,alguien,Undirected
alguien,directamente,Undirected
directamente,misogino,Undirected
misogino,irresponsables,Undirected
carla,toscano,Undirected
toscano,vox,Undirected
vox,vuelve,Undirected
vuelve,lloriquear,Undirected
lloriquear,montero,Undirected
montero,plan,Undirected
plan,censura,Undirected
censura,feminista,Undirected
feminista,hola,Undirected
hola,montero,Undirected
montero,espero,Undirected
espero,condena,Undirected
condena,amenazas,Undirected
amenazas,muerte,Undirected
muerte,burradas,Undirected
burradas,mujeres,Undirected
mujeres,vox,Undirected
vox,lidiamos,Undirected
lidiamos,diario,Undirected
ana,rosa,Undirected
rosa,quintana,Undirected
quintana,monólogo,Undirected
monólogo,enero,Undirected
enero,personas,Undirected
personas,jurídicas,Undirected
jurídicas,desahogarse,Undirected
desahogarse,ministerio,Undirected
ministerio,igualdad,Undirected
igualdad,perseguir,Undirected
perseguir,insultos,Undirected
insultos,críticas,Undirected
críticas,redes,Undirected
redes,ataques,Undirected
ataques,mediáticos,Undirected
mediáticos,políticas,Undirected
políticas,reconocido,Undirected
reconocido,violencia,Undirected
violencia,machista,Undirected
acá,dejo,Undirected
dejo,absuelto,Undirected
absuelto,justicia,Undirected
justicia,gracias,Undirected
gracias,comprobar,Undirected
comprobar,mentiras,Undirected
mentiras,denunciante,Undirected
hipocresía,sánchez,Undirected
apuesto,feminazi,Undirected
señora,valenciano,Undirected
valenciano,porqué,Undirected
porqué,duda,Undirected
duda,botica,Undirected
botica,caso,Undirected
caso,familia,Undirected
familia,asegurar,Undirected
asegurar,ocurre,Undirected
ocurre,contrario,Undirected
contrario,hijos,Undirected
hijos,sacado,Undirected
sacado,mujer,Undirected
mujer,trabajando,Undirected
trabajando,casa,Undirected
casa,decimos,Undirected
decimos,aborto,Undirected
aborto,atentamente,Undirected
enfermedad,grave,Undirected
grave,ps,Undirected
ps,normal,Undirected
normal,pase,Undirected
pase,deberías,Undirected
deberías,ginecólogo,Undirected
pedazo,mierda,Undirected
trabaja,zángano,Undirected
zángano,chile,Undirected
chile,déjate,Undirected
déjate,reclamar,Undirected
gobernarán,lugar,Undirected
lugar,sumar,Undirected
sumar,vas,Undirected
vas,dividir,Undirected
dividir,errejón,Undirected
viene,matar,Undirected
matar,mensajero,Undirected
mensajero,rectificar,Undirected
rectificar,increíble,Undirected
increíble,gente,Undirected
dopamina,placer,Undirected
placer,prohibido,Undirected
prohibido,sale,Undirected
sale,traficamos,Undirected
traficamos,drogamos,Undirected
drogamos,robamos,Undirected
robamos,atracamos,Undirected
atracamos,saltamos,Undirected
saltamos,paracaídas,Undirected
memes,racistas,Undirected
racistas,bermeo,Undirected
bermeo,alias,Undirected
alias,valentina,Undirected
valentina,lafaurie,Undirected
lafaurie,conspiranoias,Undirected
conspiranoias,difunden,Undirected
difunden,cabales,Undirected
cabales,seguidores,Undirected
seguidores,menonis,Undirected
menonis,villotas,Undirected
villotas,colmads,Undirected
colmads,entender,Undirected
entender,muchísima,Undirected
muchísima,gasolina,Undirected
gasolina,régimen,Undirected
régimen,actual,Undirected
actual,centro,Undirected
centro,izquierda,Undirected
izquierda,redil,Undirected
aborto,debería,Undirected
debería,contemplarse,Undirected
contemplarse,casos,Undirected
casos,determinados,Undirected
determinados,ningun,Undirected
ningun,caso,Undirected
caso,aborto,Undirected
aborto,libre,Undirected
libre,corra,Undirected
empiece,hijos,Undirected
hijos,descerebrada,Undirected
fmi,alaba,Undirected
alaba,efectos,Undirected
efectos,reforma,Undirected
reforma,laboral,Undirected
laboral,gobierno,Undirected
gobierno,españa,Undirected
españa,excelente,Undirected
excelente,catetos,Undirected
catetos,pp,Undirected
llegas,descalificar,Undirected
descalificar,único,Undirected
único,sembrar,Undirected
sembrar,discordia,Undirected
discordia,ciudadanos,Undirected
ciudadanos,construirán,Undirected
construirán,potente,Undirected
potente,realmente,Undirected
realmente,actúas,Undirected
actúas,fanatismo,Undirected
fanatismo,secta,Undirected
veo,razonable,Undirected
razonable,evitar,Undirected
evitar,delincuentes,Undirected
delincuentes,puedan,Undirected
puedan,volverse,Undirected
volverse,adictos,Undirected
adictos,delinquir,Undirected
delinquir,retiremos,Undirected
retiremos,peligro,Undirected
peligro,judicial,Undirected
judicial,supone,Undirected
supone,cometer,Undirected
cometer,delito,Undirected
delito,evitar,Undirected
evitar,enganchen,Undirected
rata,chepuda,Undirected
chepuda,mola,Undirected
mola,estilo,Undirected
efectivamente,gobierno,Undirected
gobierno,fracasado,Undirected
fracasado,aborto,Undirected
aborto,vulnerable,Undirected
vulnerable,feto,Undirected
feto,bebé,Undirected
